"","BankDefaultIndex","Name","regnum","DefaultType","DefaultDate","BankLocalization"
"973","973","Алгонбанк","3032","отозв.","15.09.2005","Москва"
"974","974","Геоинвестбанк","2641","ликв.","14.09.2005","Тверь"
"975","975","Арбат-Банк","3074","отозв.","08.09.2005","Москва"
"976","976","Алмаззолото Банк","3196","отозв.","08.09.2005","Москва"
"977","977","Оптимумбанк","94","отозв.","01.09.2005","Москва"
"978","978","Арат","1947","отозв.","25.08.2005","п.Каа-Хем, Тува"
"979","979","Эмал","3103","отозв.","25.08.2005","Москва"
"980","980","Национальный Коммерческий Банк","2730","отозв.","18.08.2005","Москва"
"981","981","ИнтеРУС-Банк","2585","отозв.","10.08.2005","Москва"
"982","982","Комисоцбанк","1921","ликв.","04.08.2005","Сыктывкар"
"983","983","Деловая Москва","3157","отозв.","04.08.2005","Москва"
"984","984","Биржевой Расчетный Центр","3327","ликв.","04.08.2005","Москва"
"985","985","Международный Банк Экономического Развития","1696","отозв.","21.07.2005","Москва"
"986","986","Русский Банк Капитала","2047","отозв.","15.07.2005","Москва"
"987","987","Новый Русский Банк","3258","отозв.","08.07.2005","Москва"
"988","988","Юстибанк","2096","отозв.","08.07.2005","Москва"
"989","989","Век-Банк","2139","отозв.","01.07.2005","Москва"
"990","990","МНКО Ростов-на-Дону","3389","отозв.","01.07.2005","Ростов-на-Дону"
"991","991","Еврозапсиббанк","2826","отозв.","17.06.2005","Москва"
"992","992","РНКО «Автодор»","3243","отозв.","10.06.2005","Саратов"
"993","993","Золотой Стандарт","2723","ликв.","09.06.2005","Санкт-Петербург"
"994","994","Банк Проектного Кредитования","2159","отозв.","20.05.2005","Москва"
"995","995","Траст-Кредит","3059","ликв.","14.05.2005","Москва"
"996","996","ЛИОС-Банк","2963","отозв.","13.05.2005","Москва"
"997","997","Гранит","2962","отозв.","13.05.2005","Москва"
"998","998","Подворье Банк","2601","отозв.","06.05.2005","Москва"
"999","999","Республиканское Финансовое Объединение (РФО)","3428","отозв.","22.04.2005","Москва"
"1000","1000","Телекомбанк","168","ликв.","29.03.2005","Санкт-Петербург"
"1001","1001","Инвестрасчет","1855","отозв.","18.03.2005","Москва"
"1002","1002","Национальный Расчетный Банк","2899","отозв.","11.03.2005","Москва"
"1003","1003","Пресня-Банк","1138","отозв.","11.03.2005","Москва"
"1004","1004","Уралпромстройбанк","698","ликв.","22.02.2005","Екатеринбург"
"1005","1005","Пермкредит","3301","ликв.","22.02.2005","Пермь"
"1006","1006","Олимпийский","1625","отозв.","10.02.2005","Москва"
"1007","1007","АКА Банк","2057","отозв.","10.02.2005","Москва"
"1008","1008","Русский Генеральный Банк","2814","ликв.","10.02.2005","Москва"
"1009","1009","Кристалбанк","1934","отозв.","27.01.2005","Москва"
"1010","1010","Союзобщемашбанк","3162","отозв.","19.01.2005","Москва"
"1011","1011","Онэст Банк","2959","отозв.","12.01.2005","Москва"
"1012","1012","АСБ-Банк","1892","отозв.","30.12.2004","Москва"
"1013","1013","Тюменский Городской Банк","666","ликв.","22.12.2004","Тюмень"
"1014","1014","Удмуртпромстройбанк","928","отозв.","16.12.2004","Можга, Удмуртия"
"1015","1015","Родник","2505","отозв.","08.12.2004","Москва"
"1016","1016","Национальный","3297","отозв.","08.12.2004","Москва"
"1017","1017","Курганинкасс","3331","отозв.","01.12.2004","Курган"
"1018","1018","Большая Волга","2709","отозв.","01.12.2004","Дубна"
"1019","1019","Русский Национальный Инвестиционный Банк","3253","отозв.","24.11.2004","Москва"
"1020","1020","Ярбанк","1483","отозв.","24.11.2004","Красноярск"
"1021","1021","Вертикаль","3425","отозв.","24.11.2004","Москва"
"1022","1022","Внешагробанк","2162","отозв.","11.11.2004","Москва"
"1023","1023","Таймыр","1334","отозв.","27.10.2004","Дудинка"
"1024","1024","РФГ-Банк","2508","отозв.","27.10.2004","Москва"
"1025","1025","Инвеско-Банк","2293","отозв.","27.10.2004","Обнинск"
"1026","1026","Стайл-Банк","1834","отозв.","07.10.2004","Москва"
"1027","1027","Финансторгбанк","3358","отозв.","29.09.2004","Москва"
"1028","1028","Международная Финансовая Компания (МФК)","2864","ликв.","15.09.2004","Москва"
"1029","1029","Агентство по Реструктуризации Кредитных Организаций (НКО)","3336","ликв.","14.09.2004","Москва"
"1030","1030","Меритбанк","3051","отозв.","09.09.2004","Москва"
"1031","1031","Банк Сбережений и Развития","1523","отозв.","06.09.2004","Сыктывкар"
"1032","1032","Павелецкий","2930","отозв.","13.08.2004","Москва"
"1033","1033","Диалог-Оптим","3107","отозв.","11.08.2004","Москва"
"1034","1034","Тобольск","2958","ликв.","05.08.2004","Тобольск, Тюменская обл."
"1035","1035","Мосжилстройбанк","2206","отозв.","29.07.2004","Москва"
"1036","1036","Промэксимбанк","2847","отозв.","29.07.2004","Москва"
"1037","1037","Коммерческий Банк Сбережений","3220","отозв.","29.07.2004","Москва"
"1038","1038","РИКОМ","3092","отозв.","29.07.2004","Москва"
"1039","1039","Миасс","505","ликв.","19.07.2004","Миасс, Челябинская обл."
"1040","1040","Кредиттраст","2993","отозв.","24.06.2004","Москва"
"1041","1041","Новочеркасский Городской Банк","1018","отозв.","29.05.2004","Новочеркасск"
"1042","1042","Тамбовинвестбанк","3414","ликв.","28.05.2004","Тамбов"
"1043","1043","Содбизнесбанк","1601","отозв.","13.05.2004","Москва"
